Year,Phrase,Frequency,Corpus,Parent
1903,George washington,5.886761633711046e-10,en-US-2019,George Washington (All)
1904,George washington,5.688313708951398e-10,en-US-2019,George Washington (All)
1905,George washington,1.1194707383310742e-9,en-US-2019,George Washington (All)
1906,George washington,1.579843811327919e-9,en-US-2019,George Washington (All)
1907,George washington,1.7432350007950959e-9,en-US-2019,George Washington (All)
1908,George washington,5.048080842229297e-10,en-US-2019,George Washington (All)
1909,George washington,1.0669652938943841e-9,en-US-2019,George Washington (All)
1910,George washington,2.114593389279662e-9,en-US-2019,George Washington (All)
1911,George washington,8.034721221683583e-10,en-US-2019,George Washington (All)
1912,George washington,2.2671373667293437e-9,en-US-2019,George Washington (All)
1913,George washington,1.2033330998306724e-9,en-US-2019,George Washington (All)
1914,George washington,5.44197298335547e-10,en-US-2019,George Washington (All)
1915,George washington,9.259307209852352e-10,en-US-2019,George Washington (All)
1916,George washington,1.5197709757330813e-9,en-US-2019,George Washington (All)
1917,George washington,7.772218424406674e-10,en-US-2019,George Washington (All)
1918,George washington,1.4291023919810186e-9,en-US-2019,George Washington (All)
1919,George washington,1.7954061570790714e-9,en-US-2019,George Washington (All)
1920,George washington,6.614275793737079e-10,en-US-2019,George Washington (All)
1921,George washington,1.6338039809937754e-9,en-US-2019,George Washington (All)
1922,George washington,9.382346011221898e-10,en-US-2019,George Washington (All)
1923,George washington,2.2512447461764395e-9,en-US-2019,George Washington (All)
1924,George washington,8.001779239208417e-10,en-US-2019,George Washington (All)
1925,George washington,1.937475957447532e-9,en-US-2019,George Washington (All)
1926,George washington,2.508262486600188e-9,en-US-2019,George Washington (All)
1927,George washington,3.388177960417238e-9,en-US-2019,George Washington (All)
1928,George washington,2.2346142714013695e-9,en-US-2019,George Washington (All)
1929,George washington,2.9388524946938333e-9,en-US-2019,George Washington (All)
1930,George washington,1.3485597083473522e-9,en-US-2019,George Washington (All)
1931,George washington,4.759640681584187e-9,en-US-2019,George Washington (All)
1932,George washington,1.481016287385728e-8,en-US-2019,George Washington (All)
1933,George washington,2.7263735713489723e-9,en-US-2019,George Washington (All)
1934,George washington,3.4369334045436517e-9,en-US-2019,George Washington (All)
1935,George washington,2.8439397503632335e-9,en-US-2019,George Washington (All)
1936,George washington,2.060573045525871e-9,en-US-2019,George Washington (All)
1937,George washington,3.288556094105388e-9,en-US-2019,George Washington (All)
1938,George washington,3.482651278474691e-9,en-US-2019,George Washington (All)
1939,George washington,4.660140273671232e-9,en-US-2019,George Washington (All)
1940,George washington,5.7561901911640234e-9,en-US-2019,George Washington (All)
1941,George washington,4.283356780376835e-9,en-US-2019,George Washington (All)
1942,George washington,5.111633782917124e-9,en-US-2019,George Washington (All)
1943,George washington,3.610326926306584e-9,en-US-2019,George Washington (All)
1944,George washington,1.959000073270545e-9,en-US-2019,George Washington (All)
1945,George washington,1.792408221845676e-9,en-US-2019,George Washington (All)
1946,George washington,5.61696378298393e-9,en-US-2019,George Washington (All)
1947,George washington,4.037635115139437e-9,en-US-2019,George Washington (All)
1948,George washington,3.972056017431669e-9,en-US-2019,George Washington (All)
1949,George washington,2.605004656430765e-9,en-US-2019,George Washington (All)
1950,George washington,6.27345464465634e-9,en-US-2019,George Washington (All)
1951,George washington,3.815226801151539e-9,en-US-2019,George Washington (All)
1952,George washington,5.1965995950808974e-9,en-US-2019,George Washington (All)
1953,George washington,5.026341121094902e-9,en-US-2019,George Washington (All)
1954,George washington,3.876546195158426e-9,en-US-2019,George Washington (All)
1955,George washington,4.12772704905251e-9,en-US-2019,George Washington (All)
1956,George washington,6.754389936247662e-9,en-US-2019,George Washington (All)
1957,George washington,3.7154970211616956e-9,en-US-2019,George Washington (All)
1958,George washington,3.5110065965682224e-9,en-US-2019,George Washington (All)
1959,George washington,1.7261423401748743e-9,en-US-2019,George Washington (All)
1960,George washington,3.6032230532612175e-9,en-US-2019,George Washington (All)
1961,George washington,4.6253245677974064e-9,en-US-2019,George Washington (All)
1962,George washington,3.4425229333834295e-9,en-US-2019,George Washington (All)
1963,George washington,2.8854854061677315e-9,en-US-2019,George Washington (All)
1964,George washington,4.9177844019254735e-9,en-US-2019,George Washington (All)
1965,George washington,3.80476805617036e-9,en-US-2019,George Washington (All)
1966,George washington,4.521401031354344e-9,en-US-2019,George Washington (All)
1967,George washington,4.397777253473123e-9,en-US-2019,George Washington (All)
1968,George washington,4.237526773920308e-9,en-US-2019,George Washington (All)
1969,George washington,6.926529128037373e-9,en-US-2019,George Washington (All)
1970,George washington,4.468919900801893e-9,en-US-2019,George Washington (All)
1971,George washington,6.157928833516735e-9,en-US-2019,George Washington (All)
1972,George washington,6.340043157138098e-9,en-US-2019,George Washington (All)
1973,George washington,7.411110836130774e-9,en-US-2019,George Washington (All)
1974,George washington,6.082833348131089e-9,en-US-2019,George Washington (All)
1975,George washington,7.128785117771486e-9,en-US-2019,George Washington (All)
1976,George washington,1.215064404647137e-8,en-US-2019,George Washington (All)
1977,George washington,9.46067935103656e-9,en-US-2019,George Washington (All)
1978,George washington,9.651740739968773e-9,en-US-2019,George Washington (All)
1979,George washington,7.3885617624114275e-9,en-US-2019,George Washington (All)
1980,George washington,6.4632295071476165e-9,en-US-2019,George Washington (All)
1981,George washington,9.131498224235202e-9,en-US-2019,George Washington (All)
1982,George washington,4.343568615894355e-9,en-US-2019,George Washington (All)
1983,George washington,4.22893187135287e-9,en-US-2019,George Washington (All)
1984,George washington,1.921722114772706e-9,en-US-2019,George Washington (All)
1985,George washington,2.5395254787952126e-9,en-US-2019,George Washington (All)
1986,George washington,4.357975313951101e-9,en-US-2019,George Washington (All)
1987,George washington,4.247831419945669e-9,en-US-2019,George Washington (All)
1988,George washington,2.218124350861217e-9,en-US-2019,George Washington (All)
1989,George washington,2.294522127854748e-9,en-US-2019,George Washington (All)
1990,George washington,2.676955990210672e-9,en-US-2019,George Washington (All)
1991,George washington,3.3820508615889366e-9,en-US-2019,George Washington (All)
1992,George washington,1.9340182788596394e-9,en-US-2019,George Washington (All)
1993,George washington,2.4385302666019015e-9,en-US-2019,George Washington (All)
1994,George washington,2.5747246557017434e-9,en-US-2019,George Washington (All)
1995,George washington,2.485207595270822e-9,en-US-2019,George Washington (All)
1996,George washington,2.1818971074338833e-9,en-US-2019,George Washington (All)
1997,George washington,1.4161511963095563e-9,en-US-2019,George Washington (All)
1998,George washington,5.108279133025917e-9,en-US-2019,George Washington (All)
1999,George washington,4.525654073717078e-9,en-US-2019,George Washington (All)
2000,George washington,2.8055520129299794e-9,en-US-2019,George Washington (All)
2001,George washington,2.142846788899533e-9,en-US-2019,George Washington (All)
2002,George washington,1.9687180774496937e-9,en-US-2019,George Washington (All)
2003,George washington,1.7263244167509129e-9,en-US-2019,George Washington (All)
2004,George washington,2.2860173753969093e-9,en-US-2019,George Washington (All)
2005,George washington,5.31361399325192e-9,en-US-2019,George Washington (All)
2006,George washington,1.6351660026003856e-9,en-US-2019,George Washington (All)
2007,George washington,1.2121642578577507e-9,en-US-2019,George Washington (All)
2008,George washington,3.074720922313645e-9,en-US-2019,George Washington (All)
2009,George washington,4.082152837980857e-9,en-US-2019,George Washington (All)
2010,George washington,7.730355910950948e-9,en-US-2019,George Washington (All)
1850,george Washington,0,en-US-2019,George Washington (All)
1851,george Washington,0,en-US-2019,George Washington (All)
1852,george Washington,0,en-US-2019,George Washington (All)
1853,george Washington,7.516031685916857e-10,en-US-2019,George Washington (All)
1854,george Washington,0,en-US-2019,George Washington (All)
1855,george Washington,0,en-US-2019,George Washington (All)
1856,george Washington,0,en-US-2019,George Washington (All)
1857,george Washington,0,en-US-2019,George Washington (All)
1858,george Washington,0,en-US-2019,George Washington (All)
1859,george Washington,2.195143622429896e-9,en-US-2019,George Washington (All)
1860,george Washington,7.193130535654291e-10,en-US-2019,George Washington (All)
1861,george Washington,0,en-US-2019,George Washington (All)
1862,george Washington,0,en-US-2019,George Washington (All)
1863,george Washington,0,en-US-2019,George Washington (All)
1864,george Washington,2.728460124501453e-9,en-US-2019,George Washington (All)
1865,george Washington,9.795184663374812e-10,en-US-2019,George Washington (All)
1866,george Washington,0,en-US-2019,George Washington (All)
1867,george Washington,0,en-US-2019,George Washington (All)
1868,george Washington,0,en-US-2019,George Washington (All)
1869,george Washington,2.1167934072252592e-9,en-US-2019,George Washington (All)
1870,george Washington,1.3099253903803287e-9,en-US-2019,George Washington (All)
1871,george Washington,4.1349013102376375e-9,en-US-2019,George Washington (All)
1872,george Washington,1.0927559968010314e-9,en-US-2019,George Washington (All)
1873,george Washington,7.280362268602403e-8,en-US-2019,George Washington (All)
1874,george Washington,0,en-US-2019,George Washington (All)
1875,george Washington,3.1139404388369485e-9,en-US-2019,George Washington (All)
1876,george Washington,0,en-US-2019,George Washington (All)
1877,george Washington,1.0036558251158567e-8,en-US-2019,George Washington (All)
1878,george Washington,5.914972400766771e-10,en-US-2019,George Washington (All)
1879,george Washington,1.608453703560997e-9,en-US-2019,George Washington (All)
1880,george Washington,2.691673994803523e-9,en-US-2019,George Washington (All)
1881,george Washington,0,en-US-2019,George Washington (All)
1882,george Washington,8.024155562225133e-9,en-US-2019,George Washington (All)
1883,george Washington,1.6464769547752667e-9,en-US-2019,George Washington (All)
1884,george Washington,0,en-US-2019,George Washington (All)
1885,george Washington,8.254315564393266e-10,en-US-2019,George Washington (All)
1886,george Washington,1.879773892099479e-9,en-US-2019,George Washington (All)
1887,george Washington,1.0959865237580857e-9,en-US-2019,George Washington (All)
1888,george Washington,3.1294014046778784e-9,en-US-2019,George Washington (All)
1889,george Washington,1.009282701858183e-8,en-US-2019,George Washington (All)
1890,george Washington,3.159260075769055e-10,en-US-2019,George Washington (All)
1891,george Washington,9.397896905127823e-10,en-US-2019,George Washington (All)
1892,george Washington,9.008505053031968e-10,en-US-2019,George Washington (All)
1893,george Washington,2.0459285376972502e-9,en-US-2019,George Washington (All)
1894,george Washington,2.3254824732532597e-9,en-US-2019,George Washington (All)
1895,george Washington,4.884534998694789e-10,en-US-2019,George Washington (All)
1896,george Washington,7.810133650920648e-10,en-US-2019,George Washington (All)
1897,george Washington,9.824897562182855e-10,en-US-2019,George Washington (All)
1898,george Washington,1.1812174571801393e-9,en-US-2019,George Washington (All)
1899,george Washington,8.473483581461494e-10,en-US-2019,George Washington (All)
1900,george Washington,1.9599874501174952e-10,en-US-2019,George Washington (All)
1901,george Washington,1.3586608504922992e-9,en-US-2019,George Washington (All)
1902,george Washington,0,en-US-2019,George Washington (All)
1903,george Washington,1.5698030653155115e-9,en-US-2019,George Washington (All)
1904,george Washington,9.4805230332895e-10,en-US-2019,George Washington (All)
1905,george Washington,1.306049268734455e-9,en-US-2019,George Washington (All)
1906,george Washington,7.021527803630079e-10,en-US-2019,George Washington (All)
1907,george Washington,3.4864700015901917e-10,en-US-2019,George Washington (All)
1908,george Washington,3.365387135634279e-10,en-US-2019,George Washington (All)
1909,george Washington,1.5242361539602456e-10,en-US-2019,George Washington (All)
1910,george Washington,2.819457722846863e-10,en-US-2019,George Washington (All)
1911,george Washington,2.678240407227861e-10,en-US-2019,George Washington (All)
1912,george Washington,4.0008305002281475e-10,en-US-2019,George Washington (All)
1913,george Washington,4.011110332768908e-10,en-US-2019,George Washington (All)
1914,george Washington,1.6325918394954897e-9,en-US-2019,George Washington (All)
1915,george Washington,7.936549195619591e-10,en-US-2019,George Washington (All)
1916,george Washington,6.332379065554505e-10,en-US-2019,George Washington (All)
1917,george Washington,3.886109212203337e-10,en-US-2019,George Washington (All)
1918,george Washington,2.858204783962037e-10,en-US-2019,George Washington (All)
1919,george Washington,1.1048653103529205e-9,en-US-2019,George Washington (All)
1920,george Washington,3.9685654762422473e-10,en-US-2019,George Washington (All)
1921,george Washington,8.169019904968877e-10,en-US-2019,George Washington (All)
1922,george Washington,2.680670407873009e-10,en-US-2019,George Washington (All)
1923,george Washington,2.2512447461764395e-9,en-US-2019,George Washington (All)
1924,george Washington,2.667259746402806e-10,en-US-2019,George Washington (All)
1925,george Washington,2.421844946809415e-10,en-US-2019,George Washington (All)
1926,george Washington,2.508262486600188e-10,en-US-2019,George Washington (All)
1927,george Washington,1.936101723387651e-9,en-US-2019,George Washington (All)
1928,george Washington,1.5642298567541957e-9,en-US-2019,George Washington (All)
1929,george Washington,1.582459052684726e-9,en-US-2019,George Washington (All)
1930,george Washington,5.843758810186728e-9,en-US-2019,George Washington (All)
1931,george Washington,1.8131963708256649e-9,en-US-2019,George Washington (All)
1932,george Washington,3.5142759813311386e-9,en-US-2019,George Washington (All)
1933,george Washington,1.6358241428093834e-9,en-US-2019,George Washington (All)
1934,george Washington,1.0575179620886388e-9,en-US-2019,George Washington (All)
1935,george Washington,2.1329547017501227e-9,en-US-2019,George Washington (All)
1936,george Washington,1.3737153636839139e-9,en-US-2019,George Washington (All)
1937,george Washington,5.919400969389699e-9,en-US-2019,George Washington (All)
1938,george Washington,2.829654066616172e-9,en-US-2019,George Washington (All)
1939,george Washington,1.9417250030073774e-9,en-US-2019,George Washington (All)
1940,george Washington,2.1833825858408318e-9,en-US-2019,George Washington (All)
1941,george Washington,1.6760961507600314e-9,en-US-2019,George Washington (All)
1942,george Washington,1.0436252750878339e-8,en-US-2019,George Washington (All)
